Timestamp,Your name?,What is the name of your event?,Where will your mapping party be held?,Please insert a link to your venue on openstreetmap.org,Please insert a link where people can sign up,What date is your event taking place? (as YYYY-MM-DD),What time does your event start?,What time does your event end?,Country?,Is this is part of OSM GeoWeek 2020? (Nov 15-21),lat,long
11/3/2020 10:37:53,,BTAA GIS Day Open Humanitarian Street Mapping Mapathon,Via Zoom,https://sites.google.com/umn.edu/btaa-gdp/btaa-gis-conference-2020,https://docs.google.com/forms/d/e/1FAIpQLSfNSqfVXihmENWDiDQhMFa7r1NCfhKk3JNkJdCLPfrA4wy4QA/viewform,11/13/2020,3:45 EST,5:30 EST,United States of America [US],No,,
11/3/2020 12:14:16,,"#MAPATÓN VIRTUAL, PON EN EL MAPA A LAS PERSONAS VULNERABLES",Virtual,https://www.openstreetmap.org/relation/1311341,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/29140263?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=19/11/2020&_activitiesDetail_professionId=430,2020-11-19,17:00 (CET),19:00 (CET),Spain [ES],Yes,,
11/3/2020 12:31:31,,UniBo Mapathon GeoWeek2020,Bologna,https://www.openstreetmap.org/#map=18/44.48772/11.32965,https://forms.gle/R421ZKMWAiSKAQYR9,2020-11-17,9:00,12:00,Italy [IT],Yes,,
11/4/2020 3:09:05,,Helping to end FGM in Tanzania Through Mapping - Mapathon,Online,https://www.openstreetmap.org/,https://www.eventbrite.com/e/helping-to-end-fgm-in-tanzania-through-mapping-tickets-127830216619,2020-11-19,4:00 pm,5:30 pm,"Tanzania, United Republic of [TZ]",Yes,,
11/4/2020 11:42:01,,Missing Maps London,Online,https://www.openstreetmap.org/,https://www.eventbrite.co.uk/e/missing-maps-december-mapathon-tickets-128022742469,2020-12-01,19:00,21:30,United Kingdom of Great Britain and Northern Ireland [GB],No,,
11/4/2020 11:46:29,,Missing Maps November London mid-month mapathon,Online,https://www.openstreetmap.org/,https://www.eventbrite.co.uk/e/missing-maps-november-london-mid-month-mapathon-tickets-128023791607,2020-11-17,19:00,22:00,United Kingdom of Great Britain and Northern Ireland [GB],Yes,,
11/4/2020 13:09:30,,Red Cross Red Crescent Missing Maps Info Session - OSMGeoWeek (English),Virtual: Nairobi + Jakarta ,https://www.openstreetmap.org/,https://www.eventbrite.com/e/red-cross-red-crescent-missing-maps-info-session-osmgeoweek-english-tickets-127489541651,2020-11-17,Multi-Sessions,Multi-Sessions,Kenya [KE],Yes,,
11/4/2020 16:28:45,,Celebrate GIS Day and GeoAwareness Week: Humanitarian OpenStreetMap Mapathon,Remote,https://www.openstreetmap.org/,https://libcal.library.ubc.ca/event/3586301,2020-11-19,5:30pm,7:00pm,Canada [CA],Yes,,
11/5/2020 2:50:38,,Mapping Uganda's New Cities Mapathon,"plot 90 Kanjokya House, Kampala, Uganda",https://www.openstreetmap.org/node/5563939535,https://forms.gle/pgCWYwdakamFZkDc8,2020/11/20,2:00pm,5:00pm,Uganda [UG],Yes,,
11/5/2020 9:25:00,,Missing Maps Online Mapathon,Online,https://www.openstreetmap.org,https://www.eventbrite.de/e/missing-maps-online-mapathon-tickets-127200140043,2020-11-19,18:00,21:00,Germany [DE],Yes,,
11/5/2020 14:04:43,,Red Cross New England Youth Mapathon ,Virtual,https://www.openstreetmap.org/,https://docs.google.com/forms/d/e/1FAIpQLSdS4bApds7MkG6tPchIbYIPqloJd3EV_dzsBXuR0MbFZS3LDw/viewform,2020-11-15,5pm EST,6:30 EST,United States of America [US],Yes,,
11/5/2020 18:02:32,,FOSS4G SotM Oceania - Perth Hub,"Riff, Perth, Australia",https://www.openstreetmap.org/node/6829139688,https://2020.foss4g-oceania.org/hubs/perth/#osm_mapping_party,2020-11-21,10:30 AM,4:00 PM,Australia [AU],Yes,,
11/5/2020 18:57:38,,Alpha Kappa Psi - Nu Pi Mapathon,San Antionio,https://www.openstreetmap.org/search?query=trinity%20university#map=16/29.4617/-98.4831,https://forms.gle/DxNkqr161ExZ43pPA,2020-11-15,11:00 AM,1:00 PM,United States of America [US],No,,
11/6/2020 8:17:09,,KSOK Mapathon,Online Zoom,https://www.google.com/url?q=https://www.openstreetmap.org/&sa=D&ust=1604672102831000&usg=AFQjCNGsVUjeKj60KOa4XkIYTCUBFOGbZQ,https://www.eventbrite.com/e/128042162555,2020-11-18,6 pm CT,7:30 CT,United States of America [US],No,,
11/6/2020 15:32:04,,LSU Missing Maps Part 1,Louisiana State University,https://geoforall-lsu.github.io/,https://geoforall-lsu.github.io/,2020-11-11,9:30 CST,11:30 CST,United States of America [US],No,,
11/6/2020 15:36:20,,LSU Missing Maps Part 2,Louisiana State University,https://geoforall-lsu.github.io/,https://geoforall-lsu.github.io/,2020-11-12,12:00 CST,13:00 CST,United States of America [US],No,,
11/6/2020 15:39:44,,LSU Missing Maps,Louisiana State University,https://geoforall-lsu.github.io/,https://geoforall-lsu.github.io/,2020-11-13,9:30 CST,11:30 CST,United States of America [US],No,,
11/6/2020 16:25:44,,CSWN Mapathon 2021,Purdue University,https://www.openstreetmap.org/,https://www.signupgenius.com/go/10C0D4AA8AB2AA5F4C52-cswn,2021-01-28,6 PM EDT,8 PM EDT,United States of America [US],No,,
11/8/2020 7:59:16,,Map for Resilience: Covid Mitigation Map-A-thon,"Dhaka, Bangladesh",https://osm.org/go/5AFwXTpOn?m=,https://www.eventbrite.co.uk/e/128394031003,2020-11-21,10:00 AM (+6 GMT),16:00 (+6 GMT),Bangladesh [BD],Yes,,
11/8/2020 8:29:35,,GIS WEEK 2020 MAPATHON,Online,https://www.openstreetmap.org/search?query=bonn#map=12/50.7035/7.1167,https://www.facebook.com/events/1789349967884927/,2020-10-20,17:00,19:00,Germany [DE],Yes,,
11/8/2020 19:54:02,,SCNO Missing Maps Service Event,"Columbus, OH",https://www.osu.edu/map/building.php?building=274,https://docs.google.com/forms/d/e/1FAIpQLSfvfLvnQKRvZmZx5zr4ZhIMqquFr_CE0AOODhUdwnWWpfeXxw/viewform?usp=sf_link,2020-11-16,7:30pm,8:30pm,United States of America [US],Yes,,
11/8/2020 20:22:48,,FOSS4G / FunGIS ,"JCU Ideas Lab, Cairns",https://www.openstreetmap.org/search?query=jcu%2C%20cairns#map=18/-16.81754/145.68709,https://www.fungis.org/events/foss4g2020/,2020-11-20,8:45,5,Australia [AU],Yes,,
11/8/2020 21:10:27,,FOSS4G SotM Oceania 2020 - Canberra Hub,"Geoscience Australia, Canberra",https://www.openstreetmap.org/relation/11063033,https://ti.to/foss4g-oceania/2020-canberra-hub,2020-11-20,9am ,2pm,Australia [AU],Yes,,
11/8/2020 23:33:41,,FOSS4g SotM Oceania - Hobart Hub,Mineral Resources Tasmania - Conference Room,https://www.openstreetmap.org/way/207539745,https://ti.to/foss4g-oceania/foss4g-sotm-oceania-2020-hobart-hub,2020-11-20,11am,4pm,Australia [AU],Yes,,
11/9/2020 2:53:08,,Indonesia OSM Geoweek 2020: VIRTUAL CONFERENCE,"Jakarta, Indonesia",https://www.openstreetmap.org/?mlat=-6.23670&mlon=106.85638#map=19/-6.23670/106.85639,https://s.id/osm-geoweek,2020-11-20,08.30 am UTC,10.30 am UTC,Indonesia [ID],Yes,,
11/9/2020 6:12:20,,GIS Day 2020 Mapathon with PoliMappers,Milan - Remotely (Zoom),https://www.openstreetmap.org,https://www.facebook.com/events/700380950598002,2020-11-18,17:15 (UTC+1),19:00 (UTC+1),Italy [IT],Yes,,
11/9/2020 6:57:23,,"Mapping as ""pre-disaster mapping"" of the island of Terceira - read more here: https://wiki.openstreetmap.org/wiki/EuYoutH_OSM","Terceira Island  & online in RO, IE, PT, ES, DE ",https://www.openstreetmap.org/search?query=Angra%20do%20Heroismo#map=11/38.7276/-27.1973,http://taches.francophonelibre.org/project/316,2020-11-15 until 2020-11-21,each day - online meetings different periods,each day - online meetings different periods,Portugal [PT],Yes,,
11/9/2020 7:13:07,,Missing Maps mapathon Bratislava #10,online,https://www.openstreetmap.org/,https://www.eventbrite.co.uk/e/missing-maps-mapathon-bratislava-10-tickets-128429834091?aff=missingmapsorg, 2020-11-19,17:00,20:00,Slovakia [SK],Yes,,
11/9/2020 9:31:12,,CartONG Missing Maps Mapathon - OSM GeoWeek [FRENCH],Online ,https://www.openstreetmap.org/node/5178292171,https://www.eventbrite.fr/e/billets-en-ligne-mapathons-missing-maps-128471629101?aff=ebdssbonlinesearch&keep_tld=1,2020-11-16,18:00 (GMT+1),20:00 (GMT+1),France [FR],Yes,,
11/9/2020 19:29:23,,Missing Maps Central Florida,Seminole High School Red Cross Zoom ,https://www.openstreetmap.org/,https://forms.gle/JXM2tGmB7U29cJ5G9,2020-11-13,4:30 pm,5:30 pm,United States of America [US],No,,
11/9/2020 21:26:34,,Nepal OSMGeoWeek Virtual Mapathon 2020,"Virtual, Nepal",https://www.openstreetmap.org/?mlat=27.72132&mlon=85.33532#map=19/27.72132/85.33532,https://forms.microsoft.com/Pages/ResponsePage.aspx?id=L7egsresXka9QU2aRzmF6PV2Hj6FBD5JuxAO9RbooZhUMUZKWEQxVzRMNzI1R0RGOVlaR1o2SVdBQy4u,2020-11-18,4 PM (Nepal Time),6 PM (Nepal Time),Nepal [NP],Yes,,
11/11/2020 0:40:51,,Asia-Pacific Geography Awareness Week,Online,https://www.openstreetmap.org,https://fb.me/e/3PTEXlUtm,2020-11-22,10am,3pm,Philippines [PH],Yes,,
11/11/2020 1:45:54,,Asia-Pacific Geography Awareness Week,Online,https://www.openstreetmap.org,https://fb.me/e/3PTEXlUtm,2020-11-22,10am,3pm,Philippines [PH],Yes,,
11/11/2020 5:34:21,,Listopadový Online Mapathon,online,https://www.openstreetmap.org/relation/435541,https://www.eventbrite.co.uk/e/listopadovy-online-mapathon-tickets-127339932165,2020-11-24,18:00,20:15,Czechia [CZ],No,,
11/11/2020 6:48:19,,Map For Future - Rome,Online,https://www.openstreetmap.org/,https://www.romaltruista.it/detail_volunteer_opportunities/36370,2020-11-11,6.30 pm,19.30 pm,Italy [IT],No,,
11/11/2020 6:51:53,,Map For Future - Rome,Online,https://www.openstreetmap.org/,https://www.romaltruista.it/detail_volunteer_opportunities/36371,2020-11-25,18.3,19.3,Italy [IT],No,,
11/11/2020 7:59:10,,"Geography of Puerto Rico ,  a tool to be used during the epidemic event for learning local geography by internet.",Will be shared by internet,https://www.facebook.com/Sociedad-Ge%C3%B3grafos-de-Puerto-Rico-891087777763456,https://www.facebook.com/Sociedad-Ge%C3%B3grafos-de-Puerto-Rico-891087777763456,2020-11-25,6 PM,8 PM,Puerto Rico [PR],Yes,,
11/11/2020 9:16:15,,Discussion Panel,Online,https://www.openstreetmap.org/,https://flossk.org/events/osm-geoweek-prishtina-2020/,2020-11-17,6 PM,8 PM,This is an event for remote participation only [XX],Yes,,
11/11/2020 9:26:02,,Kosovo Mapathon,Online,https://www.openstreetmap.org/,https://flossk.org/events/osm-geoweek-prishtina-2020/,2020-11-18,10 AM,12 PM,This is an event for remote participation only [XX],Yes,,
11/11/2020 15:41:09,,Geography Club at the University of Utah,"Salt Lake City, UT",https://www.openstreetmap.org/,https://docs.google.com/forms/d/e/1FAIpQLSfxfzj_sVep_e8tr9sGUn37vxTKoLBD3-bCprjq6k60WUJEUw/viewform?usp=sf_link,2020-11-16,22:30 UTC,23:59 UTC,United States of America [US],Yes,,
11/11/2020 22:08:49,,Mapbox Thanksgiving Mapathon,Virtual for Mapbox employees,https://www.openstreetmap.org/,https://www.openstreetmap.org/,2020-11-19,1pm PST,2pm PST,United States of America [US],Yes,,
11/12/2020 5:08:11,,Turkey WikiTuesday Online Mapathon,Online,https://www.openstreetmap.org/,https://docs.google.com/forms/d/e/1FAIpQLSe3gws2EpbjneX8iSaKexC7QvmwlxVGXczVjjNmYFfOVOrj_A/viewform,2020-11-17,17:00 UTC,19:00 UTC,Turkey [TR],Yes,,
11/12/2020 7:18:43,,Esri Ireland Missing Maps Webinar,Esri Ireland - Virtual,https://www.openstreetmap.org/#map=19/54.64220/-5.83387,https://attendee.gotowebinar.com/register/8766555052723267597,2020-11-17,1930,2030,Ireland [IE],Yes,,
11/12/2020 20:00:00,,"Formation et Mapathon sur l'Analyse du risque d'inondation à Gao, Mali",Bamako,https://www.openstreetmap.org/#map=12/12.6055/-7.9637,https://www.eventbrite.co.uk/myevent?eid=128948467337,"2020/11/18/, 2020/11/19",08h00,20h00,Mali [ML],Yes,,
11/13/2020 4:17:26,,Prešov Missing Maps Online Mapathon for OSM Geo Week 2020,Prešov,https://osm.org/go/0LtG0uFDU-?layers=N,https://www.eventbrite.com/e/presov-missing-maps-online-mapathon-for-osm-geo-week-2020-tickets-128979937465,2020-11-19,01:15 PM,02:55 PM,Slovakia [SK],Yes,,
11/13/2020 5:22:51,,"MAPATHON- Mapping Disaster Prone Areas in Lamki Chuha Municipality, Kailali District ",Kathmandu (We are organizing a virtual mapping event).,https://www.openstreetmap.org/way/203446483,https://docs.google.com/forms/d/e/1FAIpQLSdekuJulwQ2edFq6xJGs--Y_eJmZbuaynnZXYMnhA0xynmr_w/viewform,2020-11-19,10:00 am,"21st November, 10:00 pm",Nepal [NP],Yes,,
11/13/2020 9:31:13,,OSM GeoWeek 2020 Workshop with SUST YouthMappers,Online,https://fb.me/e/40Ay7fM0H,https://forms.gle/ojhJBj1CudyRMHN19,2020-11-18,6 pm (UTC+6),8 pm (UTC+6),Bangladesh [BD],Yes,,
11/13/2020 11:38:10,,TX GIS DAY TEST,Texas Virtual,https://www.openstreetmap.org/,https://gisday.tamu.edu/Sessions/#/,2020-11-13,2:45,4:00,United States of America [US],No,,
11/13/2020 11:44:58,,TX GIS DAY TEST,Virtual Zoom,https://www.openstreetmap.org/,https://gisday.tamu.edu/Sessions/#/,2020-11-13,2:45PM,4:00pm,United States of America [US],No,,
11/13/2020 17:03:55,,Panel sur les Carrières pendant la Semaine de Sensibilisation à la Géograph (Francophone Career Panel),virtual Africa,https://www.eventbrite.com/e/inscription-panel-sur-les-carrieres-pendant-la-semaine-de-sensibilisation-a-la-geograph-128931606907,https://www.eventbrite.com/e/inscription-panel-sur-les-carrieres-pendant-la-semaine-de-sensibilisation-a-la-geograph-128931606907,2020-11-18,17:00 UTC,18:00 UTC,South Africa [ZA],Yes,,
11/14/2020 9:54:51,,WikiMarathon w. Wikimedia User Group Turkey - WikiProject: Women In Red,Onkine,https://www.openstreetmap.org/,https://www.eventbrite.com/e/yer-cizenler-cevrimici-bulusmalar-5-krmzl-kadnlar-vikimaratonu-tickets-129024536863,2020-11-19,17:00 UTC,20:00 UTC,Turkey [TR],Yes,,
11/15/2020 7:40:11,,TxGIS Day 2020 VGI Mapathon,Texas - virtual,https://www.openstreetmap.org/search?query=texas#map=5/31.335/-100.063,https://txgisday.org/sessions/#/details/0694e0bc-0dbe-45e9-81c6-ce2424b2f55c,11/16/2020,9:00am,4:00pm,United States of America [US],Yes,,
11/15/2020 17:46:48,,Missing Maps Meraki,"Virtually from Sydney, Australia",https://www.openstreetmap.org/way/335696789#map=19/-33.86768/151.20387,https://drive.google.com/file/d/1RsOxQZ2gp7nBIzDm8CXRh1Q-E_GpNd0p/view,2020-11-27,3pm AEDT,4pm AEDT,Australia [AU],No,,
11/16/2020 0:25:08,,MapTime Christchurch,"Christchurch, Aotearoa New Zealand",https://www.openstreetmap.org/search?whereami=1&query=-43.53435%2C172.64053#map=19/-43.53435/172.64053,https://www.eventbrite.com/e/openstreetmap-mapathon-foss4g-maptimechristchurch-tickets-128666700565?utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=strongmail&utm-term=listing,2020-11-20,6 pm NZ time,8 pm NZ time,New Zealand [NZ],Yes,,
11/16/2020 9:10:34,,Jacobs World GIS Day Mapathon,remote event,https://www.openstreetmap.org/,https://www.jacobs.com,18/11/2020,1700,1900,United Kingdom of Great Britain and Northern Ireland [GB],No,,
11/16/2020 9:17:01,,Cartographier les zones de vulnérabilités liées aux réservoirs des barrages hydroélectrique de Kaléta et de Souapeti,Conakry,https://www.openstreetmap.org/way/338675517#map=19/9.55217/-13.65864,https://freelocalmappers.wordpress.com/contact/,2020-11-19,12:00 PM,5:00 PM,Guinea [GN],Yes,,
11/16/2020 21:07:44,,Missing Maps Libya Mapathon ,Tripoli ,https://www.openstreetmap.org/#map=16/32.8934/13.1790,https://us02web.zoom.us/meeting/register/tZ0tc-ivrjouHNcjNqtXjxHqEK80s9cecyf4 ,2020-11-20,"Nov 20, 2020 17:00 Tripoli ","Nov 20, 2020 20:00 Tripoli ",Libya [LY],Yes,,
11/16/2020 21:12:01,,GIS Day Libya ,Misurata,https://www.openstreetmap.org/#map=19/32.37472/15.09166,https://us02web.zoom.us/j/5877532687?pwd=eE1MQWs5SXFYRDRLUWVyRkMzR3B1dz09,2020-11-18,"Nov 18, 2020 10:30 AM Tripoli","Nov 18, 2020 13:30 AM Tripoli",Libya [LY],Yes,,
11/16/2020 21:32:22,,GIS Day Benghazi ,Benghazi Libya ,https://www.openstreetmap.org/#map=17/32.11878/20.06499,https://us02web.zoom.us/j/84227376143?pwd=WVhpSjNFeEtmSFdBTkJjbnJ5UVRUdz09,2020-11-18," Nov 18, 2020 14:00 Tripoli"," Nov 18, 2020 18:00 Tripoli",Libya [LY],Yes,,
11/17/2020 7:37:46,,Mapping for COVID-19 Response and Resilience - Webinar,Global,https://www.openstreetmap.org/#map=2/34.0/-8.4,https://www.eventbrite.com/e/mapping-for-covid-19-response-and-resilience-webinar-tickets-126574243971,2020-11-20,12:00 UTC,14:00 UTC,United Kingdom of Great Britain and Northern Ireland [GB],Yes,,
11/17/2020 9:45:03,,Kathmandu Living Labs (KLL): Upgrading Geospatial Data in Mongolia,Virtual,https://osm.org/go/zrWdq0aZO?m=&way=203695045,https://forms.gle/6Z96gepPgoekVjev7,2020-11-20,10:00,17:00,Nepal [NP],Yes,,
11/17/2020 10:39:05,,1º Encontro do YouthMappers Brasil - “Comunidades que mapeiam”,Curitiba - Paraná - Brazil,https://www.openstreetmap.org/relation/297514,http://www.cbcg.ufpr.br/home/,2020-11-24,22:30 UTC,24:00 UTC,Brazil [BR],Yes,,
11/17/2020 13:56:20,,GIS Day Tripoli Libya ,Tripoli ,https://www.openstreetmap.org/#map=19/32.88043/13.19423,https://us02web.zoom.us/j/84227376143?pwd=WVhpSjNFeEtmSFdBTkJjbnJ5UVRUdz09,2020-11-18,"Nov 18, 2020 19:00 Tripoli","Nov 18, 2020 21:00 Tripoli",Libya [LY],Yes,,
11/17/2020 15:39:39,,RwandaYouthMappers & OSM Rwanda Mapathon,Kigali Rwanda,https://tasks.hotosm.org/projects/2092,https://forms.gle/QWF5APxAT6WBcvp96,2020-11-19,3:00 PM (GMT),4:00 PM (GMT),Rwanda [RW],Yes,,
11/17/2020 17:44:10,,GIS Day Sabha ,Sabha Libya ,https://www.openstreetmap.org/#map=19/27.03514/14.43479,https://us02web.zoom.us/j/84227376143?pwd=WVhpSjNFeEtmSFdBTkJjbnJ5UVRUdz09,2020-11-18,14:00,16:00,Libya [LY],Yes,,
11/18/2020 15:07:39,,YouthMappers Orientation & Workshop on OpenStreetMap,Online ,https://meet.google.com/xtp-dbgw-czo,https://forms.gle/PMCM4Q9dJ49TqnhHA,2020-20-11,8.00pm,9.30pm,Bangladesh [BD],Yes,,
11/23/2020 6:04:07,,Missing Maps Online Mapathon - Einführung JOSM,Online,https://www.openstreetmap.org/,https://www.eventbrite.de/e/missing-maps-online-mapathon-einfuhrung-josm-tickets-127124670311,2020-12-02,19:00,22:00,Germany [DE],No,,
11/23/2020 6:05:19,,Missing Maps Online Weihnachts-Mapathon,Online,https://www.openstreetmap.org/,https://www.eventbrite.de/e/missing-maps-online-weihnachts-mapathon-tickets-127140018217,2020-12-16,19:00,21:00,Germany [DE],No,,
11/24/2020 16:22:23,,Cisco Mappy Hour,Remotely,https://www.openstreetmap.org,https://www.openstreetmap.org,2020-12-07,4PM,5PM,Australia [AU],No,,
11/24/2020 17:12:17,,CDO Team Give Back Event,Virtual,Http://www.genentech.com,Http://www.genentech.com,2020-12-08,Noon PT,1 PT,United States of America [US],No,,
11/28/2020 16:03:18,,Missing Maps Slovakia online mapathon #1,online,https://www.openstreetmap.org/,https://www.eventbrite.co.uk/e/missing-maps-slovakia-online-mapathon-1-tickets-130612027089?aff=missingmapsorg,2020-12-10,17:00,20:00,Slovakia [SK],No,,
12/1/2020 14:56:12,,Map For Future Rome,Online,https://www.openstreetmap.org/,https://www.romaltruista.it/detail_volunteer_opportunities/36667,2020-12-02,18.3,19.3,Italy [IT],No,,
12/1/2020 14:57:36,,Map For Future Rome,Online,https://www.openstreetmap.org/,https://www.romaltruista.it/detail_volunteer_opportunities/36668,2020-12-16,18.3,19.3,Italy [IT],No,,
12/7/2020 8:35:31,,Missing Maps London,Online,https://www.openstreetmap.org/,https://www.eventbrite.co.uk/e/missing-maps-january-mapathon-tickets-131871377841,2021-01-05,19:00,21:15,United Kingdom of Great Britain and Northern Ireland [GB],No,,
12/7/2020 19:59:37,,Missing Maps California,San Jose,https://www.openstreetmap.org/relation/112143,https://cisco.webex.com/meet/ayganesa,2020-12-07,5 pm,5.30 pm,United States of America [US],No,,
12/7/2020 20:10:27,,Maps-7thDecember,San Jose,https://www.openstreetmap.org/relation/112143,https://cisco.brightfunds.org/volunteering/scheduled_events/3141,2020-12-07,5.15,5.45,United States of America [US],No,,
12/9/2020 4:19:05,,Spanish Red Cross Online Mapathon. Basic level.,On line,https://www.openstreetmap.org/,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/29140294?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=16/12/2020&_activitiesDetail_professionId=410 ,2020-12-16,5 PM (UTC+1),7 PM (UTC+1),Spain [ES],No,,
12/9/2020 4:21:47,,Spanish Red Cross Online Mapathon. Advanced level.,On line,https://www.openstreetmap.org/,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/29299922?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=16/12/2020&_activitiesDetail_professionId=410 ,2020-12-16,5 PM (UTC+1),7 PM (UTC+1),Spain [ES],No,,
12/16/2020 4:00:25,,Missing Maps Cambridge,Online,https://www.openstreetmap.org/relation/295355,https://www.eventbrite.co.uk/e/missing-maps-january-joint-online-mapathon-cambridge-tickets-133057573785,2021-01-05,19:00,21:15,United Kingdom of Great Britain and Northern Ireland [GB],No,,
12/17/2020 4:05:46,,Missing Maps Online Mapathon,Online,https://www.openstreetmap.org/,https://www.eventbrite.de/e/missing-maps-online-mapathon-tickets-133201999767,2020-01-19,19:00,22:00,Germany [DE],No,,
12/25/2020 13:13:14,,Missing Maps University of Georgia MSF,"Athens, GA",https://osm.org/go/ZSCaOSO?m=,https://forms.gle/72UiWYdvXEYUNKz86,2021-01-21,6:00 PM,8:00 PM,United States of America [US],No,,
uniqueID-1,,Mapathon Missing Maps CartONG,"o79, Chambéry, France",https://www.openstreetmap.org/node/6802042209,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-chambery-o79-84719691879,2020-06-30,18:30,21:30,[fr],,45.5701921,5.9193921
uniqueID-2,,Mapathon Missing Maps CartOnG,"L'ESS'Pace, Paris, France",https://www.openstreetmap.org/node/7028455668,https://www.eventbrite.ca/e/billets-missing-maps-a-paris-lesspace-84720973713,2020-06-08,19:00,21:00,[fr],,48.8270088,2.3831178
uniqueID-3,,Mapathon Missing maps,"La Turbine.coop, Grenoble, France",https://www.openstreetmap.org/search?query=la%20turbine.coop#map=19/45.18764/5.70506,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-grenoble-la-turbinecoop-85472758321,2020-06-03,18:30,21:30,[fr],,45.18764,5.70506
uniqueID-4,,ONLINE Missing Maps London,"Online, London, United Kingdom",https://www.eventbrite.co.uk/e/online-missing-maps-june-mapathon-tickets-105098093226,https://www.eventbrite.co.uk/e/online-missing-maps-june-mapathon-tickets-105098093226,2020-06-02,19:00,22:00,[gb],,,
uniqueID-5,,Online Mapatón Burundi Cruz Roja Española,"Online, Madrid, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/27412680?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=02/06/2020&_activitiesDetail_professionId=410,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/27412680?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=02/06/2020&_activitiesDetail_professionId=410,2020-06-02,17:00,19:00,[es],,,
uniqueID-6,,Missing Maps Cruz Roja Española mapea Burundi,"Online, Madrid, Spain",https://www.openstreetmap.org/way/225047589#map=18/40.44763/-3.70927,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/27412680?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=02/06/2020&_activitiesDetail_professionId=410,2020-06-02,17:00,19:00,[es],,,
uniqueID-7,,Woodbury High School Mapathon,"Will be held virtually on Micrsoft Teams, Woodbury, MN, United States",https://forms.gle/BVVuoxirJGQkGDDHA,https://forms.gle/BVVuoxirJGQkGDDHA,2020-05-31,15:00,17:00,[us],,,
uniqueID-8,,Květnový online mapathon,"online, Prague, Czech Republic",https://www.eventbrite.co.uk/e/kvetnovy-online-mapathon-tickets-105939078636,https://www.eventbrite.co.uk/e/kvetnovy-online-mapathon-tickets-105939078636,2020-05-26,18:00,20:00,[cz],,,
uniqueID-9,,Missing Maps Online Mapathon Berlin,"n/a, Online, Germany",https://www.eventbrite.com/e/missing-maps-online-mapathon-tickets-104957506728?utm_source=eventbrite&utm_medium=email&utm_campaign=post_publish&utm_content=EBLinkEvent&utm_term=shortLinkEventName,https://www.eventbrite.com/e/missing-maps-online-mapathon-tickets-104957506728?utm_source=eventbrite&utm_medium=email&utm_campaign=post_publish&utm_content=EBLinkEvent&utm_term=shortLinkEventName,2020-05-20,19:00,22:00,[de],,,
uniqueID-10,,Mapping In Quarantine,"Lamachaur,Pokhara, Pokhara, Nepal",https://www.openstreetmap.org/#map=17/28.25402/83.97773,https://forms.gle/Bq6bZ8Gz7ZjuRqzy9?fbclid=IwAR0XdSz-8W6Nn9m_tFwelZQxMx08o5F1OUFkp9Ka_eU42iUsq6OZ-rbCNFc,2020-05-15,11:00,14:00,[np],,,
uniqueID-11,,Mapatón online Médicos Sin Fronteras,"Mapatón online Médicos Sin Fronteras, Online, Spain",https://www.msf.es/mapaton,https://www.msf.es/mapaton,2020-05-14,17:30,20:00,[es],,,
uniqueID-12,,MSF-USA Virtual Mapathon,"Online, United States, United States",https://www.doctorswithoutborders.org/take-action/attend-event/msf-usa-virtual-mapathon,https://www.doctorswithoutborders.org/take-action/attend-event/msf-usa-virtual-mapathon,2020-05-14,18:00,20:00,[us],,,
uniqueID-13,,YaconViva COVID Peru Mapathon,"Virtual, London, United Kingdom",https://www.yaconviva.co.uk/blogs/news/yaconviva-covid-19-charity-mapathon,https://www.facebook.com/events/170112034310388/,2020-05-13,20:00,21:30,[gb],,,
uniqueID-14,,Mapaton ONLINE Burundi Cruz Roja,"Online, Spain, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/27050159?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=13/05/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/27050159?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=13/05/2020&_activitiesDetail_professionId=478,2020-05-13,17:00,19:00,[es],,,
